Age,Gender,Income,Education_Level,Travel_Frequency,Vacation_Budget,Location,Proximity_to_Mountains,Proximity_to_Beaches,Pets,Environmental_Concerns,Preference
25,non-binary,77581,high school,9,4046,rural,226,122,0,1,0
61,female,64367,bachelor,7,1204,urban,148,237,1,1,0
61,non-binary,119249,bachelor,0,1477,suburban,70,296,0,1,1
22,male,110818,doctorate,5,3603,suburban,138,172,0,1,1
56,non-binary,78432,doctorate,7,502,rural,131,130,1,1,0
21,female,36173,doctorate,3,1847,rural,90,215,0,0,1
23,male,41855,doctorate,8,4172,urban,89,15,1,0,0
62,female,75061,bachelor,8,3340,suburban,203,9,1,0,0
49,non-binary,99179,bachelor,1,2206,urban,117,89,1,0,0
69,male,80293,master,8,1160,urban,205,46,1,1,0
47,non-binary,69318,master,2,2312,suburban,270,148,0,1,0
64,male,84104,doctorate,6,2084,rural,81,197,1,1,1
52,female,64628,high school,9,2423,urban,164,135,0,1,0
57,female,56831,master,6,4938,rural,273,102,0,1,0
69,female,38224,bachelor,1,4155,rural,103,114,1,0,0
33,non-binary,33168,high school,6,3573,suburban,32,143,1,0,0
30,male,58414,master,3,1469,suburban,223,65,0,0,0
67,female,36160,high school,7,3770,urban,152,274,0,1,0
59,non-binary,40575,master,7,2895,suburban,50,194,1,0,0
47,non-binary,65281,doctorate,8,3029,rural,47,125,0,0,0
36,male,97299,doctorate,6,3271,rural,12,275,0,1,1
34,female,25749,high school,1,3878,suburban,50,194,0,0,0
36,non-binary,76518,bachelor,6,2189,urban,173,139,1,0,0
45,female,114860,bachelor,3,2706,suburban,47,47,0,1,0
43,male,28884,doctorate,7,1459,urban,137,52,1,1,0
54,female,100038,doctorate,7,1996,urban,268,75,0,0,0
43,female,48613,bachelor,0,3029,suburban,285,47,0,0,0
40,non-binary,43432,doctorate,7,1137,suburban,247,77,1,0,0
26,non-binary,21129,master,9,3872,suburban,235,91,0,0,0
29,male,115097,doctorate,3,3133,suburban,193,297,0,1,0
18,male,81405,high school,1,2174,rural,39,138,0,1,1
18,male,77108,doctorate,9,947,rural,225,107,0,0,0
64,non-binary,101035,doctorate,7,3358,urban,275,77,0,1,0
51,male,53868,bachelor,3,695,suburban,289,178,0,1,0
49,male,59805,bachelor,9,1955,urban,146,97,0,0,0
65,non-binary,95825,high school,5,617,suburban,15,144,1,0,1
42,male,82092,bachelor,5,3291,urban,285,251,0,1,0
57,non-binary,90323,high school,9,1208,rural,247,85,0,0,0
62,male,113658,master,7,3908,suburban,214,145,0,1,0
18,non-binary,20347,bachelor,4,975,urban,85,291,0,0,0
33,female,59396,high school,6,4091,suburban,8,256,0,0,1
56,non-binary,69359,doctorate,5,4713,urban,60,136,1,1,0
22,non-binary,99476,high school,5,3510,rural,244,250,0,1,0
39,non-binary,67764,high school,0,967,suburban,114,95,0,1,0
46,male,60118,doctorate,4,4770,urban,46,60,1,0,0
20,non-binary,21545,bachelor,4,1046,rural,250,49,0,1,0
29,non-binary,74221,doctorate,1,2798,urban,198,61,1,1,0
43,male,69782,master,8,3134,urban,59,31,0,0,0
33,female,95867,high school,7,4773,suburban,25,14,0,0,0
68,non-binary,71868,doctorate,3,2039,suburban,252,274,0,0,1
54,male,66190,master,1,4665,urban,175,293,0,1,0
39,female,64711,master,4,3477,rural,129,292,0,0,1
46,non-binary,85154,bachelor,9,3797,suburban,81,77,0,0,0
31,female,67616,master,6,656,urban,36,163,0,0,0
45,non-binary,105286,high school,8,4332,urban,6,284,0,0,0
22,non-binary,77473,master,6,2374,suburban,258,82,0,0,0
64,female,60649,master,6,3226,urban,102,67,0,0,0
66,female,101566,doctorate,5,3997,urban,111,64,1,0,0
47,female,55473,bachelor,8,1701,suburban,177,208,0,0,0
63,non-binary,73382,master,2,850,rural,129,175,0,0,1
69,non-binary,86308,high school,6,609,rural,143,204,1,0,1
22,male,106428,high school,9,1066,urban,164,150,0,0,0
29,male,52707,high school,1,1250,urban,33,153,0,0,1
33,male,101079,bachelor,8,3030,urban,209,216,1,1,0
43,non-binary,62050,bachelor,4,4569,suburban,122,60,0,1,0
43,female,94823,high school,8,2722,suburban,163,274,1,1,0
65,male,53355,master,5,956,urban,238,161,0,1,0
38,non-binary,76599,bachelor,7,3994,suburban,9,142,0,0,1
56,female,48946,master,4,1176,rural,154,165,0,1,1
53,male,105750,master,0,1249,rural,121,276,0,0,0
50,female,84611,doctorate,9,3095,urban,275,298,1,0,1
47,female,69233,doctorate,4,665,suburban,125,239,0,1,0
54,male,106823,bachelor,5,1319,urban,217,187,0,1,0
40,male,90391,master,4,2127,urban,95,249,1,1,1
27,non-binary,48286,master,0,1749,urban,139,132,0,1,0
22,female,68383,high school,0,632,urban,5,13,0,1,1
53,male,104769,master,3,1819,rural,95,278,0,1,1
51,male,85240,master,6,2564,urban,75,260,1,1,1
69,female,57499,bachelor,8,3143,suburban,109,43,0,0,0
48,female,51750,bachelor,3,4858,rural,50,254,0,0,1
27,female,63082,master,4,2430,suburban,279,292,0,1,1
36,male,89157,master,4,3953,rural,76,96,0,1,1
49,male,70066,doctorate,9,4176,rural,75,285,1,1,0
18,non-binary,25932,bachelor,4,1983,suburban,267,58,0,1,0
22,female,62643,master,3,4219,suburban,153,2,1,1,0
62,male,96250,high school,6,2818,rural,9,155,0,0,0
21,male,106238,doctorate,0,756,urban,215,137,1,1,0
33,female,62712,master,3,4937,urban,278,30,0,0,0
41,male,30103,doctorate,4,3695,rural,25,198,0,1,0
33,female,101025,master,6,4917,suburban,33,164,0,1,0
19,male,32252,master,2,4709,rural,237,287,0,0,0
66,female,43076,doctorate,1,1762,suburban,67,237,1,0,0
45,female,26174,master,3,4365,rural,135,236,1,1,1
49,male,107593,bachelor,6,1652,rural,0,169,0,1,1
44,female,38029,doctorate,1,3051,suburban,96,217,0,1,0
37,non-binary,96756,master,6,3392,rural,12,119,1,0,0
41,non-binary,87552,doctorate,7,819,rural,202,118,0,1,0
29,female,92393,high school,5,545,rural,230,8,1,0,0
67,non-binary,87579,master,8,995,urban,116,21,0,1,0
52,male,67701,high school,0,2014,urban,52,251,0,0,1
50,male,86740,doctorate,9,4467,urban,16,32,1,0,0
50,female,76202,bachelor,1,606,rural,39,6,1,1,0
68,male,110485,high school,3,1734,urban,292,113,1,0,0
60,male,41864,bachelor,7,2604,suburban,106,276,0,1,0
54,non-binary,96747,bachelor,2,904,rural,36,222,0,1,0
29,male,83987,bachelor,7,2430,urban,286,296,0,0,0
20,male,96005,high school,3,1066,rural,159,235,1,0,1
18,non-binary,107052,doctorate,4,806,suburban,38,70,1,1,0
50,female,41925,doctorate,2,4401,rural,275,95,1,1,0
57,female,100913,doctorate,5,3383,suburban,205,272,0,0,1
27,non-binary,109487,high school,2,4138,suburban,226,236,1,1,1
60,non-binary,89800,high school,8,4057,urban,135,280,0,0,0
61,male,21073,bachelor,5,3427,rural,284,297,1,1,1
46,male,67209,master,0,2335,suburban,0,206,0,0,0
30,female,105210,high school,9,2426,rural,11,244,1,0,0
29,female,27873,high school,2,2961,suburban,59,238,0,0,1
48,non-binary,20040,high school,7,2793,suburban,82,92,1,0,1
63,male,93073,master,1,1519,suburban,143,237,1,1,0
19,non-binary,21655,bachelor,7,2813,suburban,66,141,0,1,1
68,female,73786,doctorate,9,662,urban,57,159,0,1,0
67,female,30938,master,5,1816,suburban,277,288,0,1,1
52,non-binary,70496,doctorate,3,946,suburban,33,107,0,0,1
40,male,79533,doctorate,1,2817,suburban,25,205,0,1,0
34,male,20930,master,2,3469,urban,151,101,0,0,0
43,non-binary,34614,doctorate,1,1688,suburban,239,256,1,1,1
25,female,46090,master,9,3439,rural,94,48,1,0,0
46,non-binary,111674,bachelor,3,2465,rural,182,129,1,0,0
43,non-binary,114641,high school,4,800,urban,6,63,1,1,0
27,male,62849,high school,4,4779,suburban,233,30,1,0,0
43,female,78032,high school,0,3145,urban,100,261,0,1,0
51,female,97658,doctorate,8,4533,suburban,71,255,0,0,1
68,male,28162,doctorate,0,4473,suburban,154,267,1,1,1
58,female,88948,bachelor,4,797,urban,192,173,1,0,0
24,female,38534,master,1,2094,urban,57,62,0,1,0
21,male,61858,bachelor,3,3666,urban,193,14,0,1,0
67,female,110435,bachelor,4,1711,rural,30,175,1,1,0
62,female,80174,master,5,3491,urban,30,37,1,0,0
28,non-binary,89314,doctorate,8,2922,suburban,284,76,0,0,0
46,female,26658,bachelor,2,1173,urban,294,228,0,1,0
53,non-binary,25107,doctorate,8,768,suburban,159,297,0,1,0
42,non-binary,68657,master,2,2288,rural,163,199,1,1,0
38,non-binary,86413,bachelor,1,4988,rural,6,154,1,1,0
53,male,26836,doctorate,5,2084,rural,22,59,0,1,1
27,male,112424,bachelor,4,1356,urban,28,166,1,1,1
54,female,42631,doctorate,6,1475,urban,286,135,1,1,0
26,non-binary,26055,bachelor,2,2049,rural,271,133,0,0,0
41,female,26583,master,8,2958,rural,274,74,1,0,0
52,female,81196,bachelor,0,3162,suburban,144,215,1,1,1
66,female,73166,high school,2,708,suburban,209,197,0,1,0
52,female,117609,high school,4,1547,suburban,183,221,1,0,0
65,female,53387,doctorate,2,4567,urban,264,127,0,1,0
53,non-binary,29604,doctorate,2,2810,suburban,2,229,1,1,0
35,non-binary,90997,master,8,900,suburban,24,100,0,1,1
66,non-binary,36644,master,9,1903,urban,253,92,0,1,0
56,non-binary,113945,doctorate,8,1144,rural,151,291,1,0,0
49,male,96171,bachelor,5,1277,rural,70,205,1,0,0
41,non-binary,69058,doctorate,6,1876,urban,48,170,1,1,1
40,non-binary,22644,high school,8,509,suburban,68,182,1,1,0
49,non-binary,106425,high school,5,2979,rural,84,69,0,0,0
54,male,58272,high school,5,2451,rural,85,95,1,0,1
29,female,40208,doctorate,9,2564,urban,36,154,1,0,0
66,male,108201,bachelor,0,4168,rural,108,296,1,0,0
30,non-binary,32709,high school,0,4349,rural,258,42,1,1,0
40,non-binary,85687,doctorate,2,4335,suburban,90,280,1,1,0
42,male,92414,doctorate,8,4887,rural,52,195,1,1,0
52,female,91404,doctorate,7,4100,suburban,141,237,1,0,0
58,male,101966,high school,9,1172,rural,273,135,1,1,0
47,male,60790,high school,2,3089,rural,29,42,0,1,0
34,non-binary,93556,high school,3,2573,suburban,162,288,0,1,0
66,male,97057,bachelor,6,3222,suburban,231,92,1,1,0
37,male,27540,bachelor,2,2077,suburban,37,220,1,0,0
65,male,68507,master,8,2971,suburban,215,263,1,1,0
42,male,72381,bachelor,4,3529,suburban,57,182,1,0,0
39,male,88760,bachelor,8,2606,suburban,141,218,1,1,1
30,male,42896,high school,0,2339,rural,199,193,1,1,0
36,non-binary,59101,master,8,3507,suburban,31,147,1,1,0
66,non-binary,39197,bachelor,4,4508,rural,222,166,0,1,0
53,non-binary,29472,master,3,2695,rural,125,177,0,0,1
29,non-binary,39931,doctorate,6,3941,urban,43,224,0,1,0
58,male,94942,bachelor,6,4673,suburban,174,82,0,1,0
36,male,67059,bachelor,3,1866,suburban,190,251,1,0,1
29,male,119514,bachelor,8,3214,suburban,219,75,0,0,0
26,male,103567,high school,2,2728,urban,20,174,0,1,1
24,non-binary,105301,bachelor,3,2558,rural,86,10,0,0,0
45,non-binary,84452,high school,1,2977,urban,159,254,1,1,0
31,male,38870,bachelor,9,3095,urban,134,258,1,0,0
48,male,72829,master,5,3131,urban,108,290,0,1,1
69,male,93686,high school,5,2827,suburban,63,130,0,1,0
36,male,57850,bachelor,4,3434,suburban,249,75,1,0,0
64,female,92500,doctorate,6,4113,urban,128,141,1,0,0
33,female,20233,bachelor,5,2876,suburban,25,139,0,1,0
22,female,55904,bachelor,6,2247,suburban,164,55,1,1,0
52,female,46674,master,4,572,suburban,17,232,1,0,0
29,male,54009,doctorate,9,3257,urban,186,226,1,0,1
42,male,98197,bachelor,7,3042,urban,203,217,1,0,0
69,male,105007,master,0,4037,rural,123,69,0,0,0
38,female,28005,doctorate,8,1876,rural,91,114,1,1,1
53,female,44765,bachelor,1,4613,rural,193,210,0,0,1
40,male,66825,master,9,1146,rural,90,174,0,0,0
33,female,50756,high school,5,3297,rural,81,27,1,1,0
56,non-binary,26588,master,5,2757,urban,23,156,0,0,1
62,female,37080,bachelor,4,3204,suburban,275,57,0,0,0
59,female,20172,high school,8,2098,urban,95,190,0,1,0
56,female,25373,bachelor,4,3095,urban,236,182,0,0,0
31,female,28056,master,1,3072,rural,183,225,0,0,0
48,male,32673,high school,6,4536,urban,116,7,0,0,0
22,non-binary,30718,bachelor,7,1571,urban,257,297,0,0,1
52,male,96725,doctorate,9,893,rural,277,214,0,0,0
40,female,73161,master,9,1973,rural,1,266,1,0,0
46,female,30524,master,2,3030,rural,58,56,1,0,0
60,female,62816,doctorate,1,3081,suburban,37,205,1,0,0
28,female,41227,master,0,4513,rural,152,191,0,0,0
35,female,69357,high school,0,1818,urban,174,3,0,0,0
64,non-binary,25031,doctorate,9,2406,suburban,272,58,0,1,0
29,male,53546,bachelor,5,662,rural,297,42,1,1,0
26,female,96729,bachelor,2,4848,rural,180,170,1,0,0
27,non-binary,27391,doctorate,9,2479,rural,67,230,0,1,1
61,male,48947,bachelor,0,4152,rural,176,91,0,1,0
34,male,40161,high school,4,3003,suburban,282,262,0,1,0
55,male,85950,bachelor,0,2187,urban,198,87,1,0,0
24,female,74660,bachelor,8,3410,suburban,71,187,0,0,0
63,female,96127,bachelor,3,4172,suburban,188,41,1,1,0
30,non-binary,109137,doctorate,0,4350,rural,6,232,0,0,1
57,non-binary,80456,master,9,533,rural,246,283,1,1,0
59,male,56350,bachelor,4,2403,suburban,49,226,1,1,0
26,female,44073,doctorate,8,3808,rural,134,140,0,0,0
67,male,62996,master,5,3038,rural,40,72,1,1,1
44,male,71892,doctorate,8,4688,rural,239,10,1,1,0
19,non-binary,74115,master,6,3200,suburban,69,277,0,1,1
22,female,42937,doctorate,9,3795,rural,150,159,1,1,0
46,non-binary,57995,master,0,4279,suburban,229,171,1,1,0
54,female,52322,doctorate,5,3036,suburban,263,280,1,0,1
55,male,55165,master,5,4427,suburban,63,199,1,0,0
36,male,91994,bachelor,6,2920,suburban,134,1,1,1,0
25,male,111926,bachelor,0,3109,rural,29,242,0,1,0
65,female,34614,master,4,3570,suburban,41,161,1,1,1
62,male,25034,bachelor,4,2043,suburban,245,178,1,1,0
18,female,94339,master,2,4104,urban,141,147,1,0,0
39,female,112952,high school,6,1120,rural,195,96,1,1,0
69,non-binary,77683,bachelor,2,3955,urban,222,171,0,1,0
34,male,57947,master,3,3487,rural,299,237,0,1,0
24,non-binary,85637,high school,4,3060,rural,214,75,1,1,0
42,female,87232,bachelor,9,2462,suburban,278,58,0,1,0
62,male,52928,doctorate,6,1557,rural,297,202,0,1,0
21,male,51717,bachelor,3,3081,suburban,24,286,0,1,0
53,female,117070,doctorate,7,2062,rural,168,178,0,1,1
23,male,104512,doctorate,8,2670,rural,243,101,1,1,0
48,female,56133,high school,8,4916,urban,231,243,0,1,0
36,male,94903,bachelor,3,1536,rural,256,0,0,1,0
61,male,119678,doctorate,9,4320,rural,229,195,0,0,0
56,female,49541,high school,1,2943,urban,102,269,0,1,1
44,non-binary,69115,bachelor,8,1274,rural,55,28,1,0,0
27,female,111862,high school,9,2894,urban,261,115,1,0,0
43,male,29273,doctorate,0,4460,rural,157,186,1,1,0
36,female,68857,doctorate,4,2537,suburban,31,101,0,0,1
56,female,24448,bachelor,9,2024,suburban,44,115,0,0,0
20,female,66010,master,5,1986,urban,247,236,0,1,0
62,male,74904,bachelor,9,3584,rural,82,130,1,1,1
30,non-binary,104956,doctorate,1,3497,suburban,236,17,1,1,0
67,non-binary,80832,high school,0,751,suburban,7,268,1,0,0
45,male,107334,doctorate,4,4530,rural,119,280,1,0,1
37,non-binary,67661,high school,1,4202,urban,25,116,1,0,1
45,female,97294,master,5,1832,suburban,283,235,0,0,0
25,female,30661,high school,8,4765,suburban,293,148,0,1,0
58,non-binary,62134,master,0,4655,suburban,242,173,1,0,0
56,non-binary,83280,high school,6,2827,rural,30,130,1,0,0
18,non-binary,92300,bachelor,9,2954,suburban,8,95,1,1,0
20,female,94007,bachelor,3,3682,rural,229,214,1,0,0
30,female,84126,doctorate,0,4835,rural,107,246,0,0,1
45,male,96394,doctorate,5,2591,rural,51,119,0,0,1
66,male,44402,doctorate,3,2603,rural,75,58,0,1,0
42,female,90825,doctorate,3,3453,rural,229,44,0,0,0
50,female,88733,high school,5,3247,rural,93,0,1,0,0
55,male,92218,master,5,3052,urban,52,235,1,1,0
23,male,81569,high school,8,3051,suburban,256,187,1,0,0
61,female,99475,bachelor,7,4252,urban,284,34,1,0,0
62,non-binary,92526,doctorate,7,1514,suburban,138,83,1,0,0
49,female,110492,high school,8,3455,urban,199,4,1,1,0
62,non-binary,104108,bachelor,3,2566,suburban,126,92,0,1,0
64,female,118394,doctorate,6,4312,urban,115,28,1,0,0
38,male,63669,bachelor,4,4545,rural,289,0,1,0,0
33,male,77206,bachelor,0,2154,rural,227,106,1,0,0
38,male,75342,doctorate,2,4509,urban,235,229,1,1,0
28,female,81742,high school,6,1652,suburban,80,105,1,0,0
54,female,24672,doctorate,2,588,urban,127,259,1,0,1
53,female,114404,high school,8,2148,suburban,273,82,1,0,0
52,non-binary,94140,bachelor,3,954,urban,179,74,1,0,0
36,female,99221,bachelor,1,4667,suburban,92,188,0,0,1
37,non-binary,110909,high school,5,3164,rural,104,283,1,1,0
35,non-binary,112921,high school,6,4841,rural,193,217,1,0,0
64,non-binary,101797,master,8,3226,urban,226,71,0,1,0
58,male,75859,high school,0,3265,urban,172,22,0,0,0
66,non-binary,92708,master,5,3448,rural,200,101,0,1,0
31,non-binary,64584,doctorate,4,2492,suburban,20,127,1,1,1
32,male,109491,master,1,1512,suburban,25,259,0,0,0
48,non-binary,91709,high school,5,2751,urban,199,145,0,1,0
18,female,21583,bachelor,0,4788,rural,60,139,0,1,0
20,female,82160,high school,8,3032,suburban,70,117,1,1,0
33,male,36059,master,5,1369,suburban,116,100,1,1,0
40,male,26778,master,2,3754,rural,149,196,1,0,1
28,non-binary,24246,master,1,1159,urban,186,264,1,1,0
29,non-binary,35719,bachelor,8,2992,suburban,186,195,1,0,1
27,non-binary,23003,high school,9,4409,suburban,79,268,0,1,0
49,male,79057,high school,5,2158,suburban,71,234,0,1,1
33,non-binary,22931,bachelor,0,1765,suburban,280,9,0,1,0
25,female,64044,bachelor,1,4569,rural,28,169,0,1,0
55,female,34445,bachelor,1,4647,rural,148,204,0,1,1
29,non-binary,32259,bachelor,8,4220,urban,66,125,1,0,1
41,male,111881,doctorate,0,3292,rural,174,19,0,0,0
45,female,82501,high school,7,3752,rural,79,16,1,1,0
25,male,65458,bachelor,7,3783,suburban,244,174,1,1,0
45,female,30931,doctorate,7,3812,urban,176,81,1,1,0
53,non-binary,75417,high school,6,2205,rural,127,48,0,1,0
43,non-binary,110203,bachelor,4,897,suburban,182,159,1,0,0
25,male,22074,bachelor,8,823,urban,208,129,0,1,0
67,non-binary,80310,doctorate,9,2828,urban,259,135,0,0,0
45,male,58270,bachelor,1,2710,suburban,44,118,0,1,0
45,male,110130,high school,8,1449,urban,139,144,0,0,1
54,female,59247,doctorate,2,2714,rural,186,266,0,1,1
58,female,105410,master,6,3514,suburban,116,109,0,1,0
53,non-binary,40868,bachelor,2,1019,urban,0,130,0,1,0
44,male,72823,high school,5,804,urban,100,228,1,1,1
34,female,61052,doctorate,8,1550,urban,12,222,0,0,1
26,non-binary,42789,high school,5,1741,urban,251,157,0,0,0
50,non-binary,24136,master,1,1846,rural,111,111,1,1,0
37,female,115925,master,0,736,suburban,254,267,0,0,0
30,non-binary,60363,bachelor,4,1186,rural,0,268,1,0,1
45,female,54863,master,1,4828,suburban,250,181,0,0,0
65,male,109508,doctorate,8,1036,rural,23,77,1,1,0
46,non-binary,105175,master,0,4656,suburban,19,55,1,0,0
30,male,96031,doctorate,3,3131,suburban,280,202,0,0,0
63,female,106560,bachelor,5,3235,rural,161,41,0,0,0
52,male,71418,high school,4,4853,suburban,173,178,0,0,1
23,female,103362,high school,1,3986,suburban,67,249,1,1,1
35,non-binary,42503,master,6,3040,urban,292,279,0,1,0
68,non-binary,72591,doctorate,3,1875,rural,216,136,0,1,0
22,non-binary,100773,master,0,1235,urban,37,198,1,0,1
64,male,51021,master,7,647,urban,214,87,1,0,0
42,male,89193,bachelor,9,666,rural,299,16,1,0,0
19,male,47683,doctorate,6,674,urban,56,103,1,1,1
27,female,114342,high school,9,1339,rural,234,157,0,0,0
47,non-binary,34214,high school,3,954,urban,146,251,0,0,0
67,male,64316,high school,0,1699,urban,176,17,0,1,0
62,female,26720,bachelor,6,4165,urban,267,279,0,1,0
22,male,56130,master,2,2645,urban,163,36,1,1,0
50,female,77582,high school,7,2386,suburban,296,33,0,0,0
18,non-binary,20696,master,9,3552,rural,160,104,1,1,0
35,male,87612,bachelor,5,2912,rural,238,55,1,1,0
49,non-binary,109893,master,6,3408,rural,287,272,1,1,0
64,male,95251,bachelor,9,4321,suburban,204,197,1,1,0
66,female,38663,master,4,637,rural,169,243,1,1,1
28,non-binary,74155,bachelor,7,1165,suburban,243,145,1,0,0
38,male,35190,master,2,2614,rural,214,97,1,1,0
43,male,59533,high school,1,3738,rural,118,88,1,1,0
42,non-binary,49263,high school,0,2978,rural,224,43,0,0,0
39,female,70873,bachelor,9,2602,urban,160,203,1,1,0
44,non-binary,21869,master,3,2964,urban,67,129,0,1,1
66,male,110447,bachelor,4,2012,suburban,296,132,0,1,0
30,non-binary,92069,high school,7,2539,urban,39,297,1,1,0
50,non-binary,64579,master,2,3050,urban,121,145,0,0,0
51,female,54867,bachelor,5,3033,rural,158,77,1,0,0
58,female,105847,high school,7,628,suburban,70,75,1,0,1
52,non-binary,29586,high school,8,1646,rural,63,284,1,1,0
18,female,89402,doctorate,5,1698,rural,158,191,1,1,0
38,female,73415,doctorate,6,1870,urban,67,216,0,0,0
65,male,104899,high school,6,1193,urban,84,282,0,0,0
23,female,72155,doctorate,2,1805,urban,23,200,1,1,1
45,non-binary,73020,bachelor,8,1560,suburban,171,25,1,0,0
34,non-binary,22562,doctorate,9,2212,suburban,177,258,1,1,0
22,male,37036,master,2,4403,suburban,232,259,0,1,0
48,male,101219,bachelor,5,947,suburban,91,69,0,0,0
22,male,71199,doctorate,7,1448,suburban,221,147,1,1,0
55,non-binary,109226,doctorate,9,1619,rural,104,282,1,1,1
20,non-binary,104399,master,9,4537,suburban,113,45,0,0,0
40,female,94555,bachelor,0,2858,suburban,99,268,0,1,0
54,male,24097,bachelor,6,3498,urban,33,172,1,0,0
54,female,103822,bachelor,5,1299,suburban,188,213,1,1,1
